Violation Street Number,Violation Street Direction,Violation Street Name,Violation Description,Violation Date,Violation Time,Issuing Agency,Month,Date,Year,Latitude,Longitude
59**,N,SHERIDAN,10-8-180    Snow and ice removal.,2/27/2015,12:00 PM,Streets and Sanitation,1/2/1900,27,2015,41.989241,-87.6557739
40**,N,CENTRAL,10-8-180    Snow and ice removal.,2/27/2015,12:30 PM,Transportation,1/2/1900,27,2015,41.9538479,-87.7178101
56**,W,WAVELAND,10-8-180    Snow and ice removal.,2/27/2015,11:45 AM,Transportation,1/2/1900,27,2015,41.9476967,-87.766819
56**,N,WESTERN,10-8-180    Snow and ice removal.,2/27/2015,9:55 AM,Transportation,1/2/1900,27,2015,41.9833867,-87.6898106
18**,W,DEVON,10-8-180    Snow and ice removal.,2/27/2015,2:10 AM,Transportation,1/2/1900,27,2015,41.9981869,-87.6759528
37**,N,LAKEWOOD,10-8-180    Snow and ice removal.,2/27/2015,10:40 AM,Transportation,1/2/1900,27,2015,41.9489383,-87.6616443
19**,W,WILSON,10-8-180    Snow and ice removal.,2/27/2015,9:30 AM,Transportation,1/2/1900,27,2015,41.9651431,-87.6761021
43**,N,LINCOLN,10-8-180    Snow and ice removal.,2/27/2015,8:40 AM,Transportation,1/2/1900,27,2015,41.9597307,-87.6829602
71**,W,BELMONT,10-8-180    Snow and ice removal.,2/27/2015,11:11 AM,Transportation,1/2/1900,27,2015,41.938039,-87.8042841
44**,W,MONTROSE,10-8-180    Snow and ice removal.,2/27/2015,8:50 AM,Transportation,1/2/1900,27,2015,41.9611541,-87.7387746
43**,W,MONTROSE,10-8-180    Snow and ice removal.,2/27/2015,9:05 AM,Transportation,1/2/1900,27,2015,41.9610783,-87.7360437
43**,W,MONTROSE,10-8-180    Snow and ice removal.,2/27/2015,8:30 AM,Transportation,1/2/1900,27,2015,41.9610783,-87.7360437
64**,S,ST LAWRENCE,10-8-180    Snow and ice removal.,2/27/2015,8:23 AM,Transportation,1/2/1900,27,2015,41.778364,-87.6110465
64**,S,ST LAWRENCE,10-8-180    Snow and ice removal.,2/27/2015,8:25 AM,Transportation,1/2/1900,27,2015,41.778364,-87.6110465
31**,S,GILES,10-8-180    Snow and ice removal.,2/27/2015,9:15 AM,Transportation,1/2/1900,27,2015,41.83813,-87.619775
*,S,ST LAWRENCE,10-8-180    Snow and ice removal.,2/27/2015,8:27 AM,Transportation,1/2/1900,27,2015,41.7530197,-87.6101244
75**,N,WESTERN,10-8-180    Snow and ice removal.,2/27/2015,8:55 AM,Transportation,1/2/1900,27,2015,42.0177209,-87.6902354
80**,S,ASHLAND,10-8-180    Snow and ice removal.,2/27/2015,11:45 AM,Transportation,1/2/1900,27,2015,41.748381,-87.663763
15**,W,81ST,10-8-180    Snow and ice removal.,2/27/2015,11:45 AM,Transportation,1/2/1900,27,2015,41.746745,-87.6609251
79**,S,DOBSON,10-8-180    Snow and ice removal.,2/28/2015,3:05 AM,Police,1/2/1900,28,2015,41.7511156,-87.5993237
79**,S,DOBSON,10-8-180    Snow and ice removal.,2/28/2015,3:10 AM,Police,1/2/1900,28,2015,41.7511156,-87.5993237
77**,S,GREENWOOD,10-8-180    Snow and ice removal.,2/28/2015,3:25 AM,Police,1/2/1900,28,2015,41.7548707,-87.5983514
78**,S,INGLESIDE,10-8-180    Snow and ice removal.,2/28/2015,3:30 AM,Police,1/2/1900,28,2015,41.7531187,-87.6016064
78**,S,DREXEL,10-8-180    Snow and ice removal.,2/28/2015,3:40 AM,Police,1/2/1900,28,2015,41.752996,-87.6031109
79**,S,DOBSON,10-8-180    Snow and ice removal.,2/28/2015,4:08 AM,Police,1/2/1900,28,2015,41.7511156,-87.5993237
79**,S,DOBSON,10-8-180    Snow and ice removal.,2/28/2015,4:14 AM,Police,1/2/1900,28,2015,41.7511156,-87.5993237
79**,S,GREENWOOD,10-8-180    Snow and ice removal.,2/28/2015,3:27 AM,Police,1/2/1900,28,2015,41.751201,-87.598247
78**,S,MARYLAND,10-8-180    Snow and ice removal.,2/28/2015,3:54 AM,Police,1/2/1900,28,2015,41.7530948,-87.6040144
75**,S,MARYLAND,10-8-180    Snow and ice removal.,2/28/2015,4:09 AM,Police,1/2/1900,28,2015,41.7585758,-87.6041201
51**,W,DIVERSEY,10-8-180    Snow and ice removal.,2/28/2015,12:00 PM,Streets and Sanitation,1/2/1900,28,2015,41.9317188,-87.7542782
78**,S,GREENWOOD,10-8-180    Snow and ice removal.,3/1/2015,3:30 AM,Police,1/3/1900,1,2015,41.753044,-87.5981784
78**,S,GREENWOOD,10-8-180    Snow and ice removal.,3/1/2015,3:38 AM,Police,1/3/1900,1,2015,41.753044,-87.5981784
78**,S,GREENWOOD,10-8-180    Snow and ice removal.,3/1/2015,3:46 AM,Police,1/3/1900,1,2015,41.753044,-87.5981784
75**,S,MARYLAND,10-8-180    Snow and ice removal.,3/1/2015,4:13 AM,Police,1/3/1900,1,2015,41.7585758,-87.6041201
77**,S,DREXEL,10-8-180    Snow and ice removal.,3/1/2015,3:20 AM,Police,1/3/1900,1,2015,41.7548126,-87.6031088
78**,S,GREENWOOD,10-8-180    Snow and ice removal.,3/1/2015,3:30 AM,Police,1/3/1900,1,2015,41.753044,-87.5981784
78**,S,GREENWOOD,10-8-180    Snow and ice removal.,3/1/2015,3:40 AM,Police,1/3/1900,1,2015,41.753044,-87.5981784
78**,S,GREENWOOD,10-8-180    Snow and ice removal.,3/1/2015,3:45 AM,Police,1/3/1900,1,2015,41.753044,-87.5981784
69**,N,SHERIDAN,10-8-180    Snow and ice removal.,3/1/2015,12:00 PM,Streets and Sanitation,1/3/1900,1,2015,42.0069394,-87.6616941
82**,S,DOBSON,10-8-180    Snow and ice removal.,3/2/2015,3:20 AM,Police,1/3/1900,2,2015,41.7458439,-87.5989406
81**,S,INGLESIDE,10-8-180    Snow and ice removal.,3/2/2015,3:38 AM,Police,1/3/1900,2,2015,41.7474931,-87.6017913
81**,S,ELLIS,10-8-180    Snow and ice removal.,3/2/2015,3:54 AM,Police,1/3/1900,2,2015,41.7475265,-87.6004509
82**,S,DOBSON,10-8-180    Snow and ice removal.,3/2/2015,3:20 AM,Police,1/3/1900,2,2015,41.7458439,-87.5989406
81**,S,INGLESIDE,10-8-180    Snow and ice removal.,3/2/2015,3:35 AM,Police,1/3/1900,2,2015,41.7474931,-87.6017913
81**,S,ELLIS,10-8-180    Snow and ice removal.,3/2/2015,3:50 AM,Police,1/3/1900,2,2015,41.7475265,-87.6004509
83**,W,FOREST PRESER,10-8-180    Snow and ice removal.,3/2/2015,10:45 AM,Police,1/3/1900,2,2015,41.9413149,-87.8341375
90**,S,DAUPHIN,10-8-180    Snow and ice removal.,3/3/2015,3:16 AM,Police,1/3/1900,3,2015,41.7310399,-87.6027093
90**,S,DAUPHIN,10-8-180    Snow and ice removal.,3/3/2015,3:30 AM,Police,1/3/1900,3,2015,41.7310399,-87.6027093
8**,E,89TH,10-8-180    Snow and ice removal.,3/3/2015,3:28 AM,Police,1/3/1900,3,2015,41.7329951,-87.6046146
67**,S,PRAIRE,10-8-180    Snow and ice removal.,3/3/2015,12:41 PM,Police,1/3/1900,3,2015,41.7728989,-87.6186715
68**,S,PRIARIE,10-8-180    Snow and ice removal.,3/3/2015,12:40 PM,Police,1/3/1900,3,2015,41.7710802,-87.6186025
67**,S,PRAIRIE,10-8-180    Snow and ice removal.,3/3/2015,12:42 PM,Police,1/3/1900,3,2015,41.7728989,-87.6186715
67**,S,INDIANA,10-8-180    Snow and ice removal.,3/3/2015,1:04 AM,Police,1/3/1900,3,2015,41.7726346,-87.6207495
67**,S,MICHIGAN,10-8-180    Snow and ice removal.,3/3/2015,12:54 PM,Police,1/3/1900,3,2015,41.7728282,-87.621892
69**,S,KIMBARK,10-8-180    Snow and ice removal.,3/3/2015,12:12 PM,Police,1/3/1900,3,2015,41.769767,-87.5943659
70**,S,VERNON,10-8-180    Snow and ice removal.,3/3/2015,1:15 AM,Police,1/3/1900,3,2015,41.767427,-87.614446
69**,S,KIMBARK,10-8-180    Snow and ice removal.,3/3/2015,12:36 PM,Police,1/3/1900,3,2015,41.769767,-87.5943659
12**,E,69TH,10-8-180    Snow and ice removal.,3/3/2015,12:36 PM,Police,1/3/1900,3,2015,41.770133,-87.59574
19**,W,47TH,10-8-180    Snow and ice removal.,3/3/2015,12:00 PM,Streets and Sanitation,1/3/1900,3,2015,41.8087817,-87.6724262
47**,N,CAMPBELL,10-8-180    Snow and ice removal.,3/3/2015,12:00 PM,Streets and Sanitation,1/3/1900,3,2015,41.966903,-87.691621
66**,S,CAMPBELL,10-8-180    Snow and ice removal.,3/3/2015,12:30 PM,Transportation,1/3/1900,3,2015,41.773615,-87.686278
29**,S,WENTWORTH,10-8-180    Snow and ice removal.,3/3/2015,1:30 AM,Transportation,1/3/1900,3,2015,41.841041,-87.6320609
25**,W,MARQUETTE,10-8-180    Snow and ice removal.,3/3/2015,12:25 PM,Transportation,1/3/1900,3,2015,41.7721919,-87.6861213
42**,W,47TH,10-8-180    Snow and ice removal.,3/3/2015,12:17 PM,Transportation,1/3/1900,3,2015,41.8081764,-87.7288627
40**,W,51ST,10-8-180    Snow and ice removal.,3/3/2015,2:13 AM,Transportation,1/3/1900,3,2015,41.8005365,-87.7234858
63**,N,CALIFORNIA,10-8-180    Snow and ice removal.,3/3/2015,9:45 AM,Transportation,1/3/1900,3,2015,41.9960996,-87.6999086
99**,S,WALDEN,10-8-180    Snow and ice removal.,3/3/2015,12:10 PM,Transportation,1/3/1900,3,2015,41.7138893,-87.6676323
64**,W,GRAND,10-8-180    Snow and ice removal.,3/3/2015,8:45 AM,Transportation,1/3/1900,3,2015,41.9242817,-87.7860674
82**,S,MARSHFIELD,10-8-180    Snow and ice removal.,3/4/2015,4:24 AM,Police,1/3/1900,4,2015,41.7447407,-87.6647916
80**,S,PAULINA,10-8-180    Snow and ice removal.,3/4/2015,5:01 AM,Police,1/3/1900,4,2015,41.748211,-87.666163
69**,S,ANTHONY,10-8-180    Snow and ice removal.,3/4/2015,11:00 AM,Police,1/3/1900,4,2015,41.7694524,-87.6136367
69**,S,EBERHART,10-8-180    Snow and ice removal.,3/4/2015,10:47 AM,Police,1/3/1900,4,2015,41.7689195,-87.6129372
67**,S,INDIANA,10-8-180    Snow and ice removal.,3/4/2015,11:54 AM,Police,1/3/1900,4,2015,41.7726346,-87.6207495
70**,S,EBERHART,10-8-180    Snow and ice removal.,3/4/2015,10:19 AM,Police,1/3/1900,4,2015,41.7674311,-87.6131355
70**,S,EBERHART,10-8-180    Snow and ice removal.,3/4/2015,10:17 AM,Police,1/3/1900,4,2015,41.7674311,-87.6131355
70**,S,VERNON,10-8-180    Snow and ice removal.,3/4/2015,10:01 AM,Police,1/3/1900,4,2015,41.767427,-87.614446
69**,S,INDIANA,10-8-180    Snow and ice removal.,3/4/2015,11:48 AM,Police,1/3/1900,4,2015,41.7692391,-87.6202091
69**,S,INDIANA,10-8-180    Snow and ice removal.,3/4/2015,11:42 AM,Police,1/3/1900,4,2015,41.7692391,-87.6202091
69**,S,INDIANA,10-8-180    Snow and ice removal.,3/4/2015,11:33 AM,Police,1/3/1900,4,2015,41.7692391,-87.6202091
67**,S,INDIANA,10-8-180    Snow and ice removal.,3/4/2015,1:02 AM,Police,1/3/1900,4,2015,41.7726346,-87.6207495
77**,N,SHERIDAN,10-8-180    Snow and ice removal.,3/4/2015,12:00 PM,Streets and Sanitation,1/3/1900,4,2015,42.0211192,-87.6665757
20**,W,BIRCHWOOD,10-8-180    Snow and ice removal.,3/4/2015,12:00 PM,Streets and Sanitation,1/3/1900,4,2015,42.018185,-87.680654
6**,W,SCHUBERT,10-8-180    Snow and ice removal.,3/4/2015,12:00 PM,Streets and Sanitation,1/3/1900,4,2015,41.9318254,-87.6445952
59**,N,SHERIDAN,10-8-180    Snow and ice removal.,3/4/2015,12:00 PM,Streets and Sanitation,1/3/1900,4,2015,41.989241,-87.6557739
13**,W,CHASE,10-8-180    Snow and ice removal.,3/4/2015,12:00 PM,Streets and Sanitation,1/3/1900,4,2015,42.0139335,-87.664077
63**,N,LAKEWOOD,10-8-180    Snow and ice removal.,3/4/2015,12:00 PM,Streets and Sanitation,1/3/1900,4,2015,41.9963695,-87.6629646
20**,W,BIRCHWOOD,10-8-180    Snow and ice removal.,3/4/2015,12:00 PM,Streets and Sanitation,1/3/1900,4,2015,42.018185,-87.680654
63**,N,WAYNE,10-8-180    Snow and ice removal.,3/4/2015,11:20 AM,Transportation,1/3/1900,4,2015,41.9964828,-87.6644475
37**,S,CALIFORNIA,10-8-180    Snow and ice removal.,3/4/2015,8:48 AM,Transportation,1/3/1900,4,2015,41.8263808,-87.6947052
37**,S,CALIFORNIA,10-8-180    Snow and ice removal.,3/4/2015,8:50 AM,Transportation,1/3/1900,4,2015,41.8263808,-87.6947052
47**,W,50TH,10-8-180    Snow and ice removal.,3/4/2015,8:25 AM,Transportation,1/3/1900,4,2015,41.802179,-87.7405465
49**,W,IRVING PARK,10-8-180    Snow and ice removal.,3/4/2015,8:01 AM,Transportation,1/3/1900,4,2015,41.9536204,-87.7500191
78**,S,GREENWODO,10-8-180    Snow and ice removal.,3/5/2015,3:38 AM,Police,1/3/1900,5,2015,41.753044,-87.5981784
78**,S,GREENWODO,10-8-180    Snow and ice removal.,3/5/2015,3:00 AM,Police,1/3/1900,5,2015,41.753044,-87.5981784
78**,S,LANGLEY,10-8-180    Snow and ice removal.,3/5/2015,4:10 AM,Police,1/3/1900,5,2015,41.7530342,-87.6077093
69**,S,PRAIRIE,10-8-180    Snow and ice removal.,3/5/2015,11:04 AM,Police,1/3/1900,5,2015,41.7692668,-87.6185518
2**,E,71,10-8-180    Snow and ice removal.,3/5/2015,10:46 AM,Police,1/3/1900,5,2015,41.7656021,-87.6200982
70**,S,RHODES,10-8-180    Snow and ice removal.,3/5/2015,2:00 AM,Police,1/3/1900,5,2015,41.767552,-87.610199
67**,S,ST LAWRENCE,10-8-180    Snow and ice removal.,3/5/2015,2:17 AM,Police,1/3/1900,5,2015,41.7730225,-87.6106298
70**,S,RHODES,10-8-180    Snow and ice removal.,3/5/2015,2:10 AM,Police,1/3/1900,5,2015,41.767552,-87.610199
69**,S,INDIANA,10-8-180    Snow and ice removal.,3/5/2015,10:02 AM,Police,1/3/1900,5,2015,41.7692391,-87.6202091
69**,S,INDIANA,10-8-180    Snow and ice removal.,3/5/2015,10:05 AM,Police,1/3/1900,5,2015,41.7692391,-87.6202091
81**,S,ELIZABETH,10-8-180    Snow and ice removal.,3/5/2015,10:35 AM,Transportation,1/3/1900,5,2015,41.7468146,-87.6548471
12**,W,81ST,10-8-180    Snow and ice removal.,3/5/2015,10:35 AM,Transportation,1/3/1900,5,2015,41.7468464,-87.6536492
92**,S,SAGINAW,10-8-180    Snow and ice removal.,3/6/2015,12:00 PM,Streets and Sanitation,1/3/1900,6,2015,41.7281165,-87.5595016
20**,W,BIRCHWOOD,10-8-180    Snow and ice removal.,3/6/2015,12:00 PM,Streets and Sanitation,1/3/1900,6,2015,42.018185,-87.680654
20**,W,BIRCHWOOD,10-8-180    Snow and ice removal.,3/6/2015,12:00 PM,Streets and Sanitation,1/3/1900,6,2015,42.018185,-87.680654
36**,N,LEAVITT,10-8-180    Snow and ice removal.,3/6/2015,10:45 AM,Transportation,1/3/1900,6,2015,41.9468131,-87.6834065
25**,W,ADDISON,10-8-180    Snow and ice removal.,3/6/2015,11:15 AM,Transportation,1/3/1900,6,2015,41.946964,-87.691095
67**,S,RACINE,10-8-180    Snow and ice removal.,3/7/2015,8:13 AM,Police,1/3/1900,7,2015,41.7723034,-87.6543178
83**,S,KERFOOT,10-8-180    Snow and ice removal.,3/7/2015,2:45 AM,Police,1/3/1900,7,2015,41.7433964,-87.6418076
81**,S,PERRY,10-8-180    Snow and ice removal.,3/8/2015,5:30 AM,Police,1/3/1900,8,2015,41.7472493,-87.626938
48**,S,WINCHESTER,10-8-180    Snow and ice removal.,3/9/2015,8:00 AM,Transportation,1/3/1900,9,2015,41.8065726,-87.673623
50**,N,WINCHESTER,10-8-180    Snow and ice removal.,3/9/2015,9:00 AM,Transportation,1/3/1900,9,2015,41.972599,-87.67821
11**,W,MAXWELL,10-8-180    Snow and ice removal.,3/10/2015,10:30 AM,Transportation,1/3/1900,10,2015,41.8646625,-87.6544043
61**,S,DR MARTIN LUTHER KING JR,10-8-180    Snow and ice removal.,3/24/2015,12:00 PM,Streets and Sanitation,1/3/1900,24,2015,41.7836973,-87.6157011
20**,W,BIRCHWOOD,10-8-180    Snow and ice removal.,3/25/2015,12:00 PM,Streets and Sanitation,1/3/1900,25,2015,42.018185,-87.680654
76**,S,DREXEL,10-8-180    Snow and ice removal.,4/24/2015,3:25 AM,Police,1/4/1900,24,2015,41.7567806,-87.6028897
